,source,target,oneway,lanes,bridge,frequency,highway,num of detections,width,osmid,geometry,ref,service,maxspeed,length,access,name,tunnel,log_date
384,560055784,699940199,False,,,0.2,service,1,,55697921,"LINESTRING (2.6194012 39.5598573, 2.6190889 39.5603543, 2.6188004 39.5607789, 2.6186607 39.5609133, 2.6185409 39.560959, 2.6183016 39.5610812, 2.6181798 39.5612237, 2.6180722 39.5613331, 2.6177199 39.5615436, 2.6175154 39.5617291)",,,,269.442,designated,Carretera antiga,,"03/11/2020, 19:57:46"
385,560055784,2503649388,False,,,0.2,track,1,,117626680,"LINESTRING (2.6194012 39.5598573, 2.619329 39.5598876, 2.6191895 39.5599662, 2.6191467 39.5600052)",,,,27.54,,Camí dels presoners,,"03/11/2020, 19:57:46"
386,560055784,4807662148,False,,,0.2,path,1,,488473721,"LINESTRING (2.6194012 39.5598573, 2.6193105 39.5598128, 2.6190691 39.559788, 2.6189216 39.5597198, 2.6186722 39.5597177, 2.6184925 39.5597715, 2.6183744 39.5598314, 2.6183557 39.5598873, 2.6184066 39.5599596, 2.6185086 39.5600237, 2.6185273 39.5600506, 2.6184603 39.560094, 2.6183369 39.5601085, 2.6182001 39.5601023, 2.618074 39.5600796, 2.618015 39.5600072, 2.618015 39.5599079, 2.6179775 39.5598087, 2.6179855 39.5597735, 2.6179614 39.5597074, 2.6179077 39.5596536, 2.6179211 39.5595998, 2.6180204 39.5595647, 2.6180378 39.5595329, 2.6181002 39.5595019)",,,,243.013,,,,"03/11/2020, 19:57:46"
387,560055786,560055787,True,,,0.5,residential,1,,44060130,,,,,68.202,,Carrer del Polvorí,,"03/11/2020, 19:57:46"
388,560055786,368237323,False,,,0.5,residential,1,,360793810,,,,,11.094,,,,"03/11/2020, 19:57:46"
389,560055787,304661508,True,,,1.0,residential,1,,158951264,,,,,25.07,,Carrer de Robert Graves,,"03/11/2020, 19:57:46"
390,699940330,6395615112,True,,,0.5,residential,1,,32725212,,,,,56.253,yes,Carrer de Georges Bernanos,,"03/11/2020, 19:57:46"
391,699940330,699940333,True,,,0.5,residential,1,,55697937,,,,,39.971,yes,Carrer de Guarda,,"03/11/2020, 19:57:46"
392,560055789,560055792,False,,,0.5,steps,1,,55697931,,,,,41.599,,,,"03/11/2020, 19:57:46"
393,560055789,699940280,True,,,0.5,residential,1,,55697932,,,,,78.286,,Carrer de França,,"03/11/2020, 19:57:46"
394,699940333,3710275275,False,,,0.5,tertiary,1,,374831343,,,,50,51.091,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
395,699940333,368249821,False,,,0.5,tertiary,1,,374831343,,,,50,13.727,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
396,560055792,560055789,False,,,0.3333333333333333,steps,1,,55697931,,,,,41.599,,,,"03/11/2020, 19:57:46"
397,560055792,254956149,False,,yes,0.3333333333333333,tertiary,1,,"[127238963, 374831343]","LINESTRING (2.623487 39.5580029, 2.6233128 39.5580097, 2.6232347 39.5580109, 2.6231899 39.5580049, 2.6231464 39.5579978, 2.6230902 39.5579847, 2.6230323 39.5579603, 2.6229836 39.5579323, 2.6229373 39.5578952, 2.6229095 39.5578614, 2.6228855 39.5578239, 2.622867 39.5577851, 2.6228475 39.5577176)",,,50,72.36999999999999,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
398,560055792,3086399422,False,,,0.3333333333333333,tertiary,1,,374831343,"LINESTRING (2.623487 39.5580029, 2.6241484 39.5579716, 2.6242553 39.5579769, 2.6243032 39.5579835, 2.6243413 39.5579913)",,,50,73.54100000000001,,Avinguda de Joan Miró,,"03/11/2020, 19:57:46"
399,560055794,560055789,True,,,0.5,residential,1,,32725212,,,,,33.377,yes,Carrer de Georges Bernanos,,"03/11/2020, 19:57:46"
400,560055794,304661508,False,,,0.5,residential,1,,158951270,,,,,70.731,,Carrer d'Anglaterra,,"03/11/2020, 19:57:46"
401,560055797,560055803,False,,,0.25,footway,1,,44060132,,,,,64.812,,,,"03/11/2020, 19:57:46"
402,560055797,699940217,False,,,0.25,track,1,,44060131,"LINESTRING (2.6208959 39.5606459, 2.6207434 39.5605709, 2.6205553 39.5605528, 2.6201265 39.5607736, 2.6197458 39.5609853, 2.6192969 39.5611906)",,,,160.946,,Camí del polvorí,,"03/11/2020, 19:57:46"
403,560055797,1261877476,False,,,0.25,track,1,,44060131,"LINESTRING (2.6208959 39.5606459, 2.6211328 39.560804, 2.6212622 39.5610151, 2.6213256 39.5612293, 2.6213125 39.561468, 2.6213461 39.5616276, 2.6214356 39.561757, 2.6216874 39.5619942, 2.6217672 39.5621596, 2.6217427 39.5623098, 2.6216706 39.5624557, 2.6216706 39.5625765, 2.6217433 39.5626412, 2.6218216 39.5626541, 2.6219279 39.5626973, 2.6221106 39.562723, 2.6222444 39.5627836, 2.6223996 39.5628757, 2.6225545 39.563038, 2.6227459 39.563354, 2.6228287 39.5636677, 2.6228478 39.5637779, 2.6229551 39.5638616, 2.6231999 39.5640146)",,,,461.376,,Camí del polvorí,,"03/11/2020, 19:57:46"
404,560055797,560055784,False,,,0.25,footway,1,,44060132,"LINESTRING (2.6208959 39.5606459, 2.6209922 39.5605212, 2.620952 39.5604559, 2.6202478 39.5601155, 2.619877 39.5600524, 2.6194012 39.5598573)",,,,174.17899999999997,,,,"03/11/2020, 19:57:46"
405,699940344,699940346,False,,,0.3333333333333333,service,1,,55697921,,,,,7.096,designated,Carretera antiga,,"03/11/2020, 19:57:46"
406,699940344,699940199,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6174396 39.561906, 2.6174306 39.561837, 2.6175154 39.5617291)",,,,21.739,designated,Carretera antiga,,"03/11/2020, 19:57:46"
407,699940344,1357644022,False,,,0.3333333333333333,service,1,,121228360,"LINESTRING (2.6174396 39.561906, 2.6173852 39.5620773, 2.6173852 39.5622117, 2.6174192 39.5623394, 2.6174405 39.5624869, 2.617466 39.5626081, 2.6174362 39.562667)",,,,86.23700000000001,,,,"03/11/2020, 19:57:46"
408,560055800,699940305,False,,,0.3333333333333333,footway,1,,488473727,,,,,12.409,,,,"03/11/2020, 19:57:46"
409,560055800,560055803,False,,,0.3333333333333333,footway,1,,44060132,"LINESTRING (2.6203211 39.5616964, 2.6205397 39.5615729, 2.6204457 39.5613148, 2.620457 39.5611205)",,,,74.669,,,,"03/11/2020, 19:57:46"
410,560055800,2277563310,False,,,0.3333333333333333,footway,1,,44060132,"LINESTRING (2.6203211 39.5616964, 2.620329 39.5622023, 2.6202416 39.5625054, 2.6202124 39.5627708, 2.6200347 39.56299, 2.6199273 39.5632108, 2.6198954 39.5632363)",,,,179.304,,,,"03/11/2020, 19:57:46"
411,699940346,699940344,False,,,0.3333333333333333,service,1,,55697921,,,,,7.096,designated,Carretera antiga,,"03/11/2020, 19:57:46"
412,699940346,699940203,False,,,0.3333333333333333,service,1,,55697921,"LINESTRING (2.6175222 39.5619018, 2.6176728 39.5618504, 2.6178214 39.5617628, 2.6180924 39.5617359)",,,,53.578,designated,Carretera antiga,,"03/11/2020, 19:57:46"
413,699940346,1357644024,False,,,0.3333333333333333,footway,1,,121228358,"LINESTRING (2.6175222 39.5619018, 2.6174926 39.5620355, 2.6175158 39.5622005, 2.6175903 39.5624409, 2.6177625 39.5627531)",,,,98.744,,,,"03/11/2020, 19:57:46"
414,560055803,560055797,False,,,0.3333333333333333,footway,1,,44060132,,,,,64.812,,,,"03/11/2020, 19:57:46"
415,560055803,2277558426,False,,,0.3333333333333333,footway,1,,488473725,,,,,28.32,,,,"03/11/2020, 19:57:46"
416,560055803,560055800,False,,,0.3333333333333333,footway,1,,44060132,"LINESTRING (2.620457 39.5611205, 2.6204457 39.5613148, 2.6205397 39.5615729, 2.6203211 39.5616964)",,,,74.669,,,,"03/11/2020, 19:57:46"
417,1702462972,1702462984,False,,,1.0,residential,1,,360732276,"LINESTRING (2.6253032 39.5637833, 2.6251959 39.563589, 2.625094 39.5633946, 2.6250086 39.5632369)",,,40,65.79899999999999,,Carrer de la Infanta,,"03/11/2020, 19:57:46"
418,1594916356,1324749778,False,,,0.3333333333333333,footway,1,,117628041,"LINESTRING (2.609864 39.5636937, 2.6098841 39.5638287, 2.6099905 39.5640809, 2.6101407 39.5642711, 2.6103982 39.5644613, 2.6105591 39.564544, 2.6106771 39.5647012, 2.6108917 39.5648253, 2.6109413 39.564955)",,,,174.734,,Costa de ponent,,"03/11/2020, 19:57:46"
419,1594916356,2503944133,False,,,0.3333333333333333,"['track', 'footway']",1,,"[117627664, 117628041]","LINESTRING (2.609864 39.5636937, 2.6098295 39.5634192, 2.6100148 39.5630508, 2.6102184 39.5629682, 2.6104795 39.562805, 2.6107694 39.5626704, 2.6108978 39.5626027)",,,,165.484,,"['Camí de la bruixa Joana', 'Costa de ponent']",,"03/11/2020, 19:57:46"
420,1594916356,1594916368,False,,,0.3333333333333333,footway,1,,146217486,"LINESTRING (2.609864 39.5636937, 2.6101612 39.5637012, 2.6103114 39.5636929, 2.6105046 39.5637425, 2.6106977 39.5637425, 2.6108908 39.563817, 2.6110839 39.5638253, 2.6112169 39.5639004)",,,,121.62900000000002,,,,"03/11/2020, 19:57:46"
421,1702462984,368249141,True,,,0.5,residential,1,,34206473,"LINESTRING (2.6250086 39.5632369, 2.6246797 39.5632245, 2.624389 39.5632528)",,,,53.346000000000004,,Carrer de Bellver,,"03/11/2020, 19:57:46"
422,1702462984,1702462972,False,,,0.5,residential,1,,360732276,"LINESTRING (2.6250086 39.5632369, 2.625094 39.5633946, 2.6251959 39.563589, 2.6253032 39.5637833)",,,40,65.799,,Carrer de la Infanta,,"03/11/2020, 19:57:46"
423,1702462986,368237430,True,,,0.5,residential,1,,32725201,,,,,24.606,,Carrer de Lanuza,,"03/11/2020, 19:57:46"
424,1702462986,1702462984,True,,,0.5,residential,1,,158010630,,,,40,125.246,,Carrer de la Infanta,,"03/11/2020, 19:57:46"
425,1419937292,1419937299,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6138785 39.5640281, 2.6142899 39.5642925, 2.6144187 39.5644496, 2.614644 39.5645323, 2.6148586 39.5646399, 2.6150517 39.5646812, 2.6153586 39.5646913)",,,,153.423,,,,"03/11/2020, 19:57:46"
426,1419937292,1594916393,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6138785 39.5640281, 2.6138286 39.5637714, 2.6137213 39.5635564, 2.613614 39.5634819, 2.6134638 39.5635315, 2.613378 39.563697, 2.6132922 39.5639451, 2.6131098 39.5642759, 2.6125303 39.5646254)",,,,232.273,,,,"03/11/2020, 19:57:46"
427,1419937292,699836941,False,,,0.3333333333333333,footway,1,,146217490,"LINESTRING (2.6138785 39.5640281, 2.6137447 39.5643132, 2.6138841 39.5644621, 2.6140665 39.5646027, 2.6143133 39.5647351, 2.6144528 39.5648178, 2.6146038 39.5648611)",,,,130.912,,,,"03/11/2020, 19:57:46"
428,699836941,699836947,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6146038 39.5648611, 2.6132895 39.565069, 2.6129218 39.5650615, 2.6127185 39.5650391, 2.6124387 39.5649786)",,,,189.054,,,,"03/11/2020, 19:57:46"
429,699836941,699836982,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6146038 39.5648611, 2.6148766 39.5648004, 2.6150581 39.564814)",,,,39.971,,,,"03/11/2020, 19:57:46"
430,699836941,1419937292,False,,,0.3333333333333333,footway,1,,146217490,"LINESTRING (2.6146038 39.5648611, 2.6144528 39.5648178, 2.6143133 39.5647351, 2.6140665 39.5646027, 2.6138841 39.5644621, 2.6137447 39.5643132, 2.6138785 39.5640281)",,,,130.912,,,,"03/11/2020, 19:57:46"
431,1594916368,1324747861,False,,,0.3333333333333333,footway,1,,121211506,"LINESTRING (2.6112169 39.5639004, 2.6111817 39.5637379, 2.6112997 39.5636056, 2.6112568 39.5634236, 2.6112997 39.5632582, 2.6114177 39.5631424, 2.6115143 39.5630762, 2.6118361 39.562671, 2.6119756 39.5625386, 2.6120829 39.5624807, 2.6121902 39.5623732, 2.6125335 39.5621581, 2.6127588 39.5620341, 2.6130056 39.5619679, 2.6136064 39.5618356, 2.6136815 39.5617032, 2.6137995 39.5616122, 2.613821 39.561513, 2.6140129 39.5613413)",,,,405.436,,,,"03/11/2020, 19:57:46"
432,1594916368,1594916371,False,,,0.3333333333333333,footway,1,,121211506,"LINESTRING (2.6112169 39.5639004, 2.6112246 39.5639447, 2.6112889 39.564077, 2.611407 39.5641763, 2.6114488 39.5642313)",,,,42.748,,,,"03/11/2020, 19:57:46"
433,1594916368,1594916356,False,,,0.3333333333333333,footway,1,,146217486,"LINESTRING (2.6112169 39.5639004, 2.6110839 39.5638253, 2.6108908 39.563817, 2.6106977 39.5637425, 2.6105046 39.5637425, 2.6103114 39.5636929, 2.6101612 39.5637012, 2.609864 39.5636937)",,,,121.629,,,,"03/11/2020, 19:57:46"
434,1324733969,1594916455,False,,,0.3333333333333333,track,1,,117626161,"LINESTRING (2.6173682 39.5676611, 2.6176954 39.5675805, 2.6180279 39.5674233, 2.6180989 39.5674057, 2.6182052 39.5674241)",,,,78.61,,Camí de tramuntana,,"03/11/2020, 19:57:46"
435,1324733969,699836952,False,,,0.3333333333333333,track,1,,117626161,"LINESTRING (2.6173682 39.5676611, 2.6170771 39.5676631, 2.6169739 39.5677056, 2.6168745 39.5678244, 2.61677 39.567964, 2.6166225 39.5680519, 2.6163502 39.5680611, 2.6161182 39.5680602, 2.6156891 39.5680023, 2.6154745 39.567994, 2.6152693 39.5679806, 2.6150708 39.5680415, 2.6147557 39.568209, 2.6142232 39.5683, 2.6138548 39.568333)",,,,330.928,,Camí de tramuntana,,"03/11/2020, 19:57:46"
436,1324733969,1594916474,False,,,0.3333333333333333,footway,1,,123213691,"LINESTRING (2.6173682 39.5676611, 2.6175013 39.5677618, 2.6176126 39.5677949, 2.6177977 39.5678146, 2.6179237 39.5679034, 2.6179863 39.5679386)",,,,63.505,,,,"03/11/2020, 19:57:46"
437,699836947,699836948,False,,,0.3333333333333333,track,1,,55695596,,,,,31.035,,,,"03/11/2020, 19:57:46"
438,699836947,699836941,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6124387 39.5649786, 2.6127185 39.5650391, 2.6129218 39.5650615, 2.6132895 39.565069, 2.6146038 39.5648611)",,,,189.054,,,,"03/11/2020, 19:57:46"
439,699836947,1357498294,False,,,0.3333333333333333,path,1,,488473695,"LINESTRING (2.6124387 39.5649786, 2.6123295 39.5650092, 2.6123188 39.565094, 2.6124301 39.5652046, 2.6125172 39.5653266, 2.6125226 39.5655572, 2.6125897 39.565766, 2.6126634 39.5659387, 2.6127721 39.5660576, 2.612833 39.5661192)",,,,145.052,,,,"03/11/2020, 19:57:46"
440,699836948,699836947,False,,,0.3333333333333333,track,1,,55695596,,,,,31.035,,,,"03/11/2020, 19:57:46"
441,699836948,1324749780,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6120895 39.5649049, 2.6118476 39.5649571, 2.611025 39.5651809, 2.6109455 39.5652749)",,,,108.78699999999999,,,,"03/11/2020, 19:57:46"
442,699836948,1594916393,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6120895 39.5649049, 2.6121871 39.5647722, 2.6124446 39.5646729, 2.6125303 39.5646254)",,,,50.691,,,,"03/11/2020, 19:57:46"
443,699836949,699836952,False,,,0.3333333333333333,track,1,,117630495,"LINESTRING (2.612593 39.5671524, 2.6129035 39.5674119, 2.6132258 39.5678392, 2.613581 39.568207, 2.6137001 39.5682834, 2.6138548 39.568333)",,,,172.847,no,Camí de ponent,,"03/11/2020, 19:57:46"
444,699836949,1324749780,False,,,0.3333333333333333,track,1,,117630495,"LINESTRING (2.612593 39.5671524, 2.6123939 39.5670697, 2.6122088 39.5669032, 2.611596 39.5665088, 2.6114508 39.566382, 2.611296 39.5661805, 2.611267 39.5660463, 2.6111895 39.5658672, 2.6110541 39.5657926, 2.6109766 39.5657106, 2.6108896 39.5655166, 2.6108799 39.5653525, 2.6109455 39.5652749)",,,,270.104,no,Camí de ponent,,"03/11/2020, 19:57:46"
445,699836949,1357498281,False,,,0.3333333333333333,footway,1,,121208897,"LINESTRING (2.612593 39.5671524, 2.6129832 39.5669214, 2.6130261 39.5667932)",,,,56.894,,,,"03/11/2020, 19:57:46"
446,1419937299,699836982,False,,,0.3333333333333333,path,1,,216999071,,,,,29.149,,,,"03/11/2020, 19:57:46"
447,1419937299,1261877474,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6153586 39.5646913, 2.6156138 39.5645891, 2.6158418 39.5644727)",,,,48.094,,,,"03/11/2020, 19:57:46"
448,1419937299,1419937292,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6153586 39.5646913, 2.6150517 39.5646812, 2.6148586 39.5646399, 2.614644 39.5645323, 2.6144187 39.5644496, 2.6142899 39.5642925, 2.6138785 39.5640281)",,,,153.423,,,,"03/11/2020, 19:57:46"
449,1594916371,1594916368,False,,,0.3333333333333333,footway,1,,121211506,"LINESTRING (2.6114488 39.5642313, 2.611407 39.5641763, 2.6112889 39.564077, 2.6112246 39.5639447, 2.6112169 39.5639004)",,,,42.748000000000005,,,,"03/11/2020, 19:57:46"
450,1594916371,1324749778,False,,,0.3333333333333333,footway,1,,121211506,"LINESTRING (2.6114488 39.5642313, 2.6114821 39.5642755, 2.6114713 39.5643913, 2.6112568 39.5645071, 2.6111602 39.5645816, 2.6109413 39.564955)",,,,98.31800000000001,,,,"03/11/2020, 19:57:46"
451,1594916371,1594916393,False,,,0.3333333333333333,footway,1,,146217488,"LINESTRING (2.6114488 39.5642313, 2.6117062 39.5643711, 2.6118993 39.5644373, 2.612071 39.5645614, 2.6122963 39.564611, 2.6125303 39.5646254)",,,,105.49,,,,"03/11/2020, 19:57:46"
452,699836952,1324733969,False,,,0.3333333333333333,track,1,,117626161,"LINESTRING (2.6138548 39.568333, 2.6142232 39.5683, 2.6147557 39.568209, 2.6150708 39.5680415, 2.6152693 39.5679806, 2.6154745 39.567994, 2.6156891 39.5680023, 2.6161182 39.5680602, 2.6163502 39.5680611, 2.6166225 39.5680519, 2.61677 39.567964, 2.6168745 39.5678244, 2.6169739 39.5677056, 2.6170771 39.5676631, 2.6173682 39.5676611)",,,,330.928,,Camí de tramuntana,,"03/11/2020, 19:57:46"
453,699836952,699836999,False,,,0.3333333333333333,footway,1,,117629857,"LINESTRING (2.6138548 39.568333, 2.6140673 39.5684269, 2.6142191 39.5685232, 2.6144217 39.5685826, 2.6146637 39.5686274, 2.6148572 39.5687169, 2.615012 39.5688661, 2.6151275 39.5689504, 2.6155056 39.5689556, 2.6156507 39.5690302)",,,,179.344,,Enllaç de sa Teulera,,"03/11/2020, 19:57:46"
454,699836952,699836949,False,,,0.3333333333333333,track,1,,117630495,"LINESTRING (2.6138548 39.568333, 2.6137001 39.5682834, 2.613581 39.568207, 2.6132258 39.5678392, 2.6129035 39.5674119, 2.612593 39.5671524)",,,,172.847,no,Camí de ponent,,"03/11/2020, 19:57:46"
455,1594916393,1419937292,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6125303 39.5646254, 2.6131098 39.5642759, 2.6132922 39.5639451, 2.613378 39.563697, 2.6134638 39.5635315, 2.613614 39.5634819, 2.6137213 39.5635564, 2.6138286 39.5637714, 2.6138785 39.5640281)",,,,232.273,,,,"03/11/2020, 19:57:46"
456,1594916393,699836948,False,,,0.3333333333333333,footway,1,,80624518,"LINESTRING (2.6125303 39.5646254, 2.6124446 39.5646729, 2.6121871 39.5647722, 2.6120895 39.5649049)",,,,50.691,,,,"03/11/2020, 19:57:46"
457,1594916393,1594916371,False,,,0.3333333333333333,footway,1,,146217488,"LINESTRING (2.6125303 39.5646254, 2.6122963 39.564611, 2.612071 39.5645614, 2.6118993 39.5644373, 2.6117062 39.5643711, 2.6114488 39.5642313)",,,,105.49,,,,"03/11/2020, 19:57:46"
458,699940393,304661510,True,,,0.5,residential,1,,55697922,,,,,24.694,,Carrer del Brigadier Joaquín Ruiz de Porras,,"03/11/2020, 19:57:46"
459,699940393,699940330,True,,,0.5,residential,1,,32725212,"LINESTRING (2.6246802 39.5617709, 2.6241837 39.5606278, 2.6241576 39.5605671)",,,,141.155,yes,Carrer de Georges Bernanos,,"03/11/2020, 19:57:46"
460,699940397,699940400,False,,,1.0,residential,1,,55697939,,,,,67.776,,Carrer de Méndez Núñez,,"03/11/2020, 19:57:46"
461,4807662126,4807662148,False,,,1.0,path,1,,488473721,"LINESTRING (2.620087 39.5581324, 2.6199851 39.5582782, 2.6198269 39.5584167, 2.6196552 39.5585904, 2.6195948 39.5586556, 2.6195358 39.5587724, 2.6194996 39.5588386, 2.6194299 39.5589533, 2.6193199 39.5590619, 2.6191939 39.5590919, 2.6190624 39.5591012, 2.6188224 39.559081, 2.6186614 39.5590619, 2.6184764 39.559049, 2.6183778 39.5590542, 2.6182879 39.5590986, 2.6182571 39.5591534, 2.6182698 39.5592263, 2.6182933 39.5592868, 2.6182792 39.5593473, 2.6182464 39.5594135, 2.6182048 39.5594403, 2.6181002 39.5595019)",,,,266.789,,,,"03/11/2020, 19:57:46"
462,699940400,293027797,False,,,0.3333333333333333,tertiary,1,,32899497,,,,40,91.119,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
463,699940400,358023643,False,,,0.3333333333333333,tertiary,1,,32899497,,,,40,80.203,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
464,699940400,699940397,False,,,0.3333333333333333,residential,1,,55697939,,,,,67.776,,Carrer de Méndez Núñez,,"03/11/2020, 19:57:46"
465,699836981,1261877474,False,,,0.3333333333333333,footway,1,,110514361,,,,,36.856,,,,"03/11/2020, 19:57:46"
466,699836981,699836982,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6158907 39.564802, 2.6151865 39.564815, 2.6150581 39.564814)",,,,71.389,,,,"03/11/2020, 19:57:46"
467,699836981,699836984,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6158907 39.564802, 2.6169209 39.5647462, 2.6174925 39.5647518, 2.6177653 39.5648001, 2.6179991 39.5648831, 2.6181277 39.5649131, 2.618261 39.5649172, 2.6185598 39.5648351, 2.6187032 39.5647796)",,,,247.486,,,,"03/11/2020, 19:57:46"
468,699836982,1419937299,False,,,0.3333333333333333,path,1,,216999071,,,,,29.149,,,,"03/11/2020, 19:57:46"
469,699836982,699836941,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6150581 39.564814, 2.6148766 39.5648004, 2.6146038 39.5648611)",,,,39.971,,,,"03/11/2020, 19:57:46"
470,699836982,699836981,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6150581 39.564814, 2.6151865 39.564815, 2.6158907 39.564802)",,,,71.389,,,,"03/11/2020, 19:57:46"
471,699940405,358023643,False,,,1.0,residential,1,,55697940,"LINESTRING (2.6244945 39.5696172, 2.6243938 39.5686425, 2.6252447 39.5686041)",,,,181.786,,Carrer de l'Almirall Cervera,,"03/11/2020, 19:57:46"
472,699836984,1261877534,False,,,0.3333333333333333,path,1,,110514360,,,,,26.054,,,,"03/11/2020, 19:57:46"
473,699836984,699836981,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6187032 39.5647796, 2.6185598 39.5648351, 2.618261 39.5649172, 2.6181277 39.5649131, 2.6179991 39.5648831, 2.6177653 39.5648001, 2.6174925 39.5647518, 2.6169209 39.5647462, 2.6158907 39.564802)",,,,247.486,,,,"03/11/2020, 19:57:46"
474,699836984,317812912,False,,,0.3333333333333333,track,1,,55695596,"LINESTRING (2.6187032 39.5647796, 2.6188798 39.5647179, 2.6191306 39.5646728)",,,,38.696,,,,"03/11/2020, 19:57:46"
475,699940408,302768519,False,,,0.5,tertiary,1,,32899497,,,,40,19.579,,Carrer de Son Armadans,,"03/11/2020, 19:57:46"
476,699940408,699940405,True,,,0.5,residential,1,,381745223,,,,,68.772,,Carrer de Josep Boria,,"03/11/2020, 19:57:46"
477,1594916410,4807660710,False,,,0.3333333333333333,footway,1,,108911462,"LINESTRING (2.6160208 39.5656486, 2.616643 39.5655948, 2.6167355 39.5655763, 2.6170269 39.5656344, 2.617212 39.5656529, 2.61738 39.565719, 2.6175445 39.5658088, 2.6177536 39.565859, 2.6178667 39.5659145, 2.6182197 39.5659621, 2.6183671 39.5659964, 2.6187545 39.566229, 2.618895 39.5663399, 2.6190527 39.5664271, 2.6193063 39.5665249, 2.6194521 39.56659, 2.6195312 39.56662)",,,,333.56,,,,"03/11/2020, 19:57:46"
478,1594916410,293027769,False,,,0.3333333333333333,footway,1,,108911462,"LINESTRING (2.6160208 39.5656486, 2.6159574 39.5656529, 2.6158855 39.5656265, 2.6158615 39.5655499, 2.6158032 39.5654521, 2.6157768 39.5653868)",,,,40.61900000000001,,,,"03/11/2020, 19:57:46"
479,1594916410,293027778,False,,,0.3333333333333333,footway,1,,146217491,"LINESTRING (2.6160208 39.5656486, 2.6158797 39.5657524, 2.6159441 39.5658599, 2.6160299 39.5661825, 2.6161157 39.5662569, 2.6163089 39.5663561, 2.6164269 39.5665381, 2.6164376 39.5666456, 2.6165878 39.5668441, 2.6168238 39.567084, 2.6170213 39.5671336)",,,,208.921,,,,"03/11/2020, 19:57:46"
480,4807662148,4807661898,False,,,0.3333333333333333,path,1,,488473717,"LINESTRING (2.6181002 39.5595019, 2.6179206 39.5595515, 2.6176604 39.5596394, 2.6175263 39.5596994, 2.6173855 39.5597252, 2.6172366 39.5598136, 2.616965 39.5600344, 2.6168175 39.5601569, 2.6167471 39.5602127, 2.6166264 39.5604055, 2.6164708 39.5606723, 2.6163763 39.5607974, 2.6162764 39.5608615, 2.6162509 39.560921, 2.616106 39.5609659, 2.6159116 39.560984, 2.6156581 39.5609959, 2.6154342 39.5610088, 2.6152363 39.5610166, 2.6151445 39.5610228, 2.6149829 39.5609411, 2.6147938 39.5608698, 2.6146851 39.5608, 2.6145269 39.5606775, 2.6144491 39.5606227, 2.614256 39.5604955, 2.6141688 39.5604697, 2.614028 39.5604138, 2.6139757 39.5603125)",,,,460.69300000000004,,,,"03/11/2020, 19:57:46"
481,4807662148,4807662126,False,,,0.3333333333333333,path,1,,488473721,"LINESTRING (2.6181002 39.5595019, 2.6182048 39.5594403, 2.6182464 39.5594135, 2.6182792 39.5593473, 2.6182933 39.5592868, 2.6182698 39.5592263, 2.6182571 39.5591534, 2.6182879 39.5590986, 2.6183778 39.5590542, 2.6184764 39.559049, 2.6186614 39.5590619, 2.6188224 39.559081, 2.6190624 39.5591012, 2.6191939 39.5590919, 2.6193199 39.5590619, 2.6194299 39.5589533, 2.6194996 39.5588386, 2.6195358 39.5587724, 2.6195948 39.5586556, 2.6196552 39.5585904, 2.6198269 39.5584167, 2.6199851 39.5582782, 2.620087 39.5581324)",,,,266.789,,,,"03/11/2020, 19:57:46"
482,4807662148,560055784,False,,,0.3333333333333333,path,1,,488473721,"LINESTRING (2.6181002 39.5595019, 2.6180378 39.5595329, 2.6180204 39.5595647, 2.6179211 39.5595998, 2.6179077 39.5596536, 2.6179614 39.5597074, 2.6179855 39.5597735, 2.6179775 39.5598087, 2.618015 39.5599079, 2.618015 39.5600072, 2.618074 39.5600796, 2.6182001 39.5601023, 2.6183369 39.5601085, 2.6184603 39.560094, 2.6185273 39.5600506, 2.6185086 39.5600237, 2.6184066 39.5599596, 2.6183557 39.5598873, 2.6183744 39.5598314, 2.6184925 39.5597715, 2.6186722 39.5597177, 2.6189216 39.5597198, 2.6190691 39.559788, 2.6193105 39.5598128, 2.6194012 39.5598573)",,,,243.01300000000003,,,,"03/11/2020, 19:57:46"
